furo,de,ate,cli,fegl,sigl,pgl,algl,mngl,pfgl,cagl,mggl,tigl,fogl,f3gl,outros,g1,g2,g3,g4,fe1,si1,p1,al1,mn1,pf1,ca1,mg1,ti1,fo1,f3_1,fe2,si2,p2,al2,mn2,pf2,ca2,mg2,ti2,fo2,f3_2,fe3,si3,p3,al3,mn3,pf3,ca3,mg3,ti3,fo3,f3_3,fe4,si4,p4,al4,mn4,pf4,ca4,mg4,ti4,fo4,f3_4,fgra,fqgl,fq1,fq2,fq3,fq4,rec_am,mid_x,mid_y,mid_z,afe1,asi1,ap1,aal1,amn1,apf1,aca1,amg1,ati1,afo1,afe2,asi2,ap2,aal2,amn2,apf2,aca2,amg2,ati2,afo2,afe3,asi3,ap3,aal3,amn3,apf3,aca3,amg3,ati3,afo3,afe4,asi4,ap4,aal4,amn4,apf4,aca4,amg4,ati4,afo4,ind
FDDI0020,156.2,168.05,IFM,37.945,42.194,0.05,1.504,0.288,1.75,0.006,0.059,0.039,4.591,,46.11578,11.8,23.08,24.75,40.372,53.002,21.811,0.046,0.654,0.196,1.712,0.005,0.043,0.037,5.066,,50.06,24.68,0.058,1.57,0.282,2.16,0.008,0.091,0.059,7.505,,32.69,50.31,0.037,1.09,0.237,1.03,0.007,0.043,0.041,5.313,,29.837,53.187,0.056,1.969,0.351,1.969,0.005,0.056,0.028,2.343,,100,99.78,99.833,99.8,99.057,100.19,95.78,661291.2325,7799251.977,744.6587135,625.423600,257.369800,0.542800,7.717200,2.312800,20.201600,0.059000,0.507400,0.436600,59.778800,1155.384800,569.614400,1.338640,36.235600,6.508560,49.852800,0.184640,2.100280,1.361720,173.215400,809.077500,1245.172500,0.915750,26.977500,5.865750,25.492500,0.173250,1.064250,1.014750,131.496750,1204.579364,2147.265564,2.260832,79.492468,14.170572,79.492468,0.201860,2.260832,1.130416,94.591596,1
FDDI0020,168.05,178.6,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.26,661290.8313,7799253.021,733.514695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0020,178.6,181.9,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.58,661290.5578,7799253.653,726.6240305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0020,181.9,195.55,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.21,661290.2154,7799254.425,718.1912289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0024,0,11.15,CEL,53.19,9.94,0.098,6.34,0.083,6.33,0.015,0.037,0.751,0.089,,23.7669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.781,,,,,87,661460.9262,7799480.944,912.8944215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0024,11.15,24.25,IGO,39.34,11.86,0.108,16.25,1.389,11.97,0.024,0.24,1.693,0.01,,44.45116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.321,,,,,84.12,661460.9696,7799482.053,900.820308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FDDI0024,24.25,33.5,IGO,43.565,19.362,0.244,5.345,1.913,9.037,0.031,0.314,0.53,0.053,,38.16204,22.909,39.264,22.075,15.755,44.562,17.24,0.25,5.865,1.819,9.038,0.03,0.292,0.558,0.03,,46.79,14.51,0.266,5.05,2.085,9.7,0.032,0.315,0.513,0.041,,40.23,24.31,0.229,4.98,1.95,8.72,0.029,0.291,0.481,0.033,,38.741,27.602,0.198,5.832,1.571,7.823,0.035,0.372,0.603,0.148,,100,99.926,99.653,100.313,99.367,100.122,81.95,661461.0081,7799483.079,889.6925932,1020.870858,394.951160,5.727250,134.361285,41.671471,207.051542,0.687270,6.689428,12.783222,0.687270,1837.162560,569.720640,10.444224,198.283200,81.865440,380.860800,1.256448,12.368160,20.142432,1.609824,888.077250,536.643250,5.055175,109.933500,43.046250,192.494000,0.640175,6.423825,10.618075,0.728475,610.364455,434.869510,3.119490,91.883160,24.751105,123.251365,0.551425,5.860860,9.500265,2.331740,1
FDDI0024,33.5,35,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,661461.0239,7799483.571,884.3401455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0024,35,47.35,IGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.75,661461.0346,7799484.205,877.4442158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FDDI0024,47.35,48.85,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,661461.0198,7799484.828,870.5473847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0024,48.85,61.1,IFM,51.209,19.871,0.052,2.09,0.269,4.374,0.008,0.031,0.148,3.276,,27.06072,13.378,49.091,16.927,20.606,54.1,14.34,0.072,2.65,0.277,6.13,0.006,0.045,0.264,3.317,,56.04,12.77,0.052,1.67,0.249,5.15,0.007,0.02,0.11,4.214,,47.29,26.08,0.043,1.86,0.309,2.99,0.01,0.031,0.115,0.291,,41.036,35.275,0.047,2.915,0.277,2.523,0.009,0.049,0.188,3.466,,100,99.836,100.935,99.819,99.162,99.708,83.27,661460.9684,7799485.453,863.7010383,723.749800,191.840520,0.963216,35.451700,3.705706,82.007140,0.080268,0.602010,3.531792,44.374826,2751.059640,626.892070,2.552732,81.981970,12.223659,252.818650,0.343637,0.981820,5.400010,206.869474,800.477830,441.456160,0.727861,31.484220,5.230443,50.611730,0.169270,0.524737,1.946605,4.925757,845.587816,726.876650,0.968482,60.066490,5.707862,51.988938,0.185454,1.009694,3.873928,71.420396,1
FDDI0024,61.1,71.1,IF,47.213,28.128,0.019,0.871,0.131,2.988,0.012,0.019,0.057,0.579,,32.32287,13.518,28.703,23.743,34.037,55,16.72,0.023,0.57,0.129,3.83,0.009,0.014,0.06,1.625,,55.26,15.33,0.023,0.75,0.197,4.23,0.01,0.01,0.064,0.58,,46.85,28.69,0.019,0.88,0.145,2.75,0.012,0.027,0.053,0.153,,37.585,43.059,0.013,1.087,0.066,1.772,0.014,0.023,0.053,0.461,,100,99.722,99.875,99.642,99.607,99.807,86,661460.8297,7799486.486,852.6249906,743.490000,226.020960,0.310914,7.705260,1.743822,51.773940,0.121662,0.189252,0.811080,21.966750,1586.127780,440.016990,0.660169,21.527250,5.654491,121.413690,0.287030,0.287030,1.836992,16.647740,1112.359550,681.186670,0.451117,20.893840,3.442735,65.293250,0.284916,0.641061,1.258379,3.632679,1279.280645,1465.599183,0.442481,36.998219,2.246442,60.313564,0.476518,0.782851,1.803961,15.691057,1
FDDI0024,71.1,82.9,IF,45.193,30.591,0.033,1.017,0.133,2.968,0.015,0.034,0.05,0.148,,34.95805,16.242,28.261,37.831,17.666,52,19.36,0.044,0.89,0.144,4.2,0.013,0.022,0.048,0.461,,53.29,17.68,0.043,0.91,0.17,4.09,0.013,0.03,0.039,0.089,,42.3,36.06,0.027,0.92,0.11,2.1,0.02,0.034,0.045,0.097,,32.176,49.861,0.021,1.512,0.111,1.9,0.012,0.049,0.082,0.064,,100,99.519,99.113,99.259,99.848,99.603,86.02,661460.6196,7799487.471,841.7715969,844.584000,314.445120,0.714648,14.455380,2.338848,68.216400,0.211146,0.357324,0.779616,7.487562,1506.028690,499.654480,1.215223,25.717510,4.804370,115.587490,0.367393,0.847830,1.102179,2.515229,1600.251300,1364.185860,1.021437,34.804520,4.161410,79.445100,0.756620,1.286254,1.702395,3.669607,568.421216,880.844426,0.370986,26.710992,1.960926,33.565400,0.211992,0.865634,1.448612,1.130624,1
FDDI0024,82.9,93.35,IGO,43.916,30.697,0.026,1.477,0.133,4.728,0.002,0.014,0.157,0.888,,37.34202,55.263,19.681,13.796,11.261,48.108,25.909,0.022,0.567,0.058,4.267,0.001,0.001,0.042,1.51,,44.2,27.76,0.035,2.26,0.302,6.62,0.003,0.031,0.289,0.129,,40.85,34.38,0.027,2.35,0.226,4.61,0.004,0.024,0.306,0.123,,26.599,54.815,0.024,3.507,0.094,3.828,0.002,0.033,0.311,0.095,,100,99.995,99.527,100.612,100.417,100.69,88.52,661460.3982,7799488.492,830.6958071,2658.592404,1431.809067,1.215786,31.334121,3.205254,235.807221,0.055263,0.055263,2.321046,83.447130,869.900200,546.344560,0.688835,44.479060,5.943662,130.288220,0.059043,0.610111,5.687809,2.538849,563.566600,474.306480,0.372492,32.420600,3.117896,63.599560,0.055184,0.331104,4.221576,1.696908,299.531339,617.271715,0.270264,39.492327,1.058534,43.107108,0.022522,0.371613,3.502171,1.069795,1
FDDI0024,93.35,105.9,IGO,43.272,32.998,0.022,0.251,0.033,4.856,0.003,0.002,0.008,0.326,,38.21986,48.626,16.299,13.582,21.493,46.252,28.103,0.024,0.203,0.03,5.363,0.004,0.001,0.008,0.459,,49.84,22.31,0.027,0.28,0.041,6.23,0.003,0.001,0.01,0.22,,47.55,27.2,0.022,0.31,0.047,4.67,0.005,0.007,0.01,0.278,,28.847,55.841,0.015,0.302,0.026,2.785,0.002,0.002,0.004,0.136,,100,100.042,99.85,100.181,100.264,100.232,93.63,661460.1601,7799489.523,819.2445679,2249.049752,1366.536478,1.167024,9.871078,1.458780,260.781238,0.194504,0.048626,0.389008,22.319334,812.342160,363.630690,0.440073,4.563720,0.668259,101.542770,0.048897,0.016299,0.162990,3.585780,645.824100,369.430400,0.298804,4.210420,0.638354,63.427940,0.067910,0.095074,0.135820,3.775796,620.008571,1200.190613,0.322395,6.490886,0.558818,59.858005,0.042986,0.042986,0.085972,2.923048,1
FDDI0024,105.9,120.45,IGO,44.708,30.848,0.025,1.053,0.109,4.133,0.009,0.009,0.054,0.344,,36.33329,32.754,14.569,17.056,35.621,49.197,20.859,0.035,0.971,0.223,7.434,0.004,0.004,0.086,0.184,,49.75,23.13,0.027,1.13,0.08,4.28,0.035,0.029,0.051,0.477,,42.24,35.69,0.019,1.04,0.056,2.59,0.006,0.015,0.032,0.653,,39.699,40.871,0.017,1.103,0.04,1.777,0.004,0.003,0.036,0.288,,100,100.184,100.044,99.895,99.807,100.612,89.69,661459.8447,7799490.766,805.7553861,1611.398538,683.215686,1.146390,31.804134,7.304142,243.493236,0.131016,0.131016,2.816844,6.026736,724.807750,336.980970,0.393363,16.462970,1.165520,62.355320,0.509915,0.422501,0.743019,6.949413,720.445440,608.728640,0.324064,17.738240,0.955136,44.175040,0.102336,0.255840,0.545792,11.137568,1414.118079,1455.865891,0.605557,39.289963,1.424840,63.298517,0.142484,0.106863,1.282356,10.258848,1
FDDI0024,120.45,125.35,IF,46.322,28.095,0.031,1.321,0.105,3.666,0.007,0.058,0.129,0.651,,33.51079,23.002,20.236,19.359,37.403,50.931,18.38,0.057,1.221,0.134,6.643,0.009,0.119,0.107,0.218,,50.24,20.65,0.037,1.79,0.117,5,0.011,0.057,0.276,0.316,,54.48,18.1,0.023,1.3,0.156,2.28,0.006,0.046,0.118,1.637,,37.146,43.271,0.016,1.138,0.054,1.831,0.006,0.028,0.068,0.589,,100,99.638,99.574,99.813,99.812,99.492,80.61,661459.63,7799491.667,796.0746778,1171.514862,422.776760,1.311114,28.085442,3.082268,152.802286,0.207018,2.737238,2.461214,5.014436,1016.656640,417.873400,0.748732,36.222440,2.367612,101.180000,0.222596,1.153452,5.585136,6.394576,1054.678320,350.397900,0.445257,25.166700,3.020004,44.138520,0.116154,0.890514,2.284362,31.690683,1389.371838,1618.465213,0.598448,42.564614,2.019762,68.484893,0.224418,1.047284,2.543404,22.030367,1
FDDI0024,125.35,126.85,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,661459.5658,7799491.961,792.8888012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0024,126.85,128.4,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1,661459.5351,7799492.101,791.3705301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0024,128.4,131.3,IFRGO,56.53,13.03,0.044,1.16,0.722,4.03,0.015,0.027,0.058,0.187,,19.54708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.153,,,,,86.21,661459.4893,7799492.306,789.1554599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FDDI0024,131.3,142.15,IC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.06,661459.3357,7799492.944,782.3118933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FDDI0024,142.15,152.7,IFM,48.717,24.597,0.044,2.53,0.062,2.762,0.005,0.037,0.344,5.027,,30.47248,33.776,18.165,23.158,24.901,45.449,29.29,0.036,1.635,0.045,3.508,0.002,0.011,0.183,2.306,,54.07,13.47,0.062,4.4,0.083,3.99,0.009,0.08,0.623,6.885,,57.02,13.97,0.053,2.71,0.086,1.99,0.007,0.042,0.43,7.725,,41.524,36.232,0.034,2.211,0.047,1.573,0.006,0.036,0.278,4.852,,100,99.548,99.492,99.359,100.043,99.3,73.46,661459.0367,7799493.921,771.6607971,1535.085424,989.299040,1.215936,55.223760,1.519920,118.486208,0.067552,0.371536,6.181008,77.887456,982.181550,244.682550,1.126230,79.926000,1.507695,72.478350,0.163485,1.453200,11.316795,125.066025,1320.469160,323.517260,1.227374,62.758180,1.991588,46.084420,0.162106,0.972636,9.957940,178.895550,1033.989124,902.213032,0.846634,55.056111,1.170347,39.169273,0.149406,0.896436,6.922478,120.819652,1
FDDI0024,152.7,161.2,IFRM,53.337,21.086,0.049,0.904,0.034,1.569,0.005,0.002,0.08,5.823,,23.81125,22.243,25.037,29.886,22.835,48.569,26.111,0.047,0.846,0.023,2.94,0.002,0.001,0.048,2.681,,59.76,11.35,0.063,1.1,0.042,1.94,0.004,0.001,0.071,5.501,,57.21,17.04,0.048,0.78,0.037,0.77,0.006,0.001,0.108,8.919,,45.868,32.16,0.039,0.905,0.031,0.871,0.006,0.007,0.084,5.183,,100,99.409,99.226,99.491,99.663,99.162,100,661458.728,7799494.737,762.1758207,1080.320267,580.786973,1.045421,18.817578,0.511589,65.394420,0.044486,0.022243,1.067664,59.633483,1496.211120,284.169950,1.577331,27.540700,1.051554,48.571780,0.100148,0.025037,1.777627,137.728537,1709.778060,509.257440,1.434528,23.311080,1.105782,23.012220,0.179316,0.029886,3.227688,266.553234,1047.395780,734.373600,0.890565,20.665675,0.707885,19.889285,0.137010,0.159845,1.918140,118.353805,1
FDDI0024,161.2,172.35,IC,45.525,29.577,0.045,1.299,0.067,3.889,0.005,0.02,0.287,0.655,,35.28457,100,0,0,0,45.525,29.577,0.045,1.299,0.067,3.889,0.005,0.02,0.287,0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.281,100.281,,,,100,661458.4076,7799495.561,752.3907256,4552.500000,2957.700000,4.500000,129.900000,6.700000,388.900000,0.500000,2.000000,28.700000,65.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
FDDI0024,172.35,182.55,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,661458.0307,7799496.465,741.7607749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0024,182.55,186.9,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.98,661457.7305,7799497.105,734.5202424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0024,186.9,193.6,QT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,661457.4938,7799497.617,729.024126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0024,193.6,196.75,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,661457.2825,7799498.075,724.1249503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0053,0,5.75,CEL,39.398,39.786,0.039,1.187,0.247,1.769,0.01,0.073,0.064,1.303,,43.36363,18.548,17.599,19.543,44.31,48.487,27.159,0.03,0.574,0.085,2.07,0.007,0.046,0.046,2.582,,54.48,17.78,0.041,1.33,0.215,2.04,0.012,0.102,0.08,1.974,,32.82,49.21,0.031,1.34,0.225,1.24,0.011,0.09,0.038,1.681,,32.504,49.656,0.046,1.32,0.337,1.768,0.009,0.065,0.076,0.334,,100,99.48,99.114,99.386,99.026,99.87,86.96,660082.8231,7799835.1,1202.997911,899.336876,503.745132,0.556440,10.646552,1.576580,38.394360,0.129836,0.853208,0.853208,47.890936,958.793520,312.910220,0.721559,23.406670,3.783785,35.901960,0.211188,1.795098,1.407920,34.740426,641.401260,961.711030,0.605833,26.187620,4.397175,24.233320,0.214973,1.758870,0.742634,32.851783,1440.252240,2200.257360,2.038260,58.489200,14.932470,78.340080,0.398790,2.880150,3.367560,14.799540,0
FDDI0053,5.75,16.9,HF,61.267,8.161,0.064,0.985,0.465,1.908,0.026,0.067,0.046,2.054,,12.06496,12.142,24.392,23.555,39.914,63.96,4.719,0.047,1.359,0.282,1.53,0.02,0.046,0.056,4.931,,61.8,8.16,0.051,0.86,0.323,1.51,0.021,0.054,0.05,3.186,,60.36,9.64,0.066,0.82,0.459,1.86,0.03,0.075,0.041,2.329,,60.654,8.336,0.076,1.044,0.61,2.294,0.028,0.077,0.045,0.324,,100.001,99.304,99.097,99.19,99.247,99.465,88.79,660082.8284,7799835.834,1194.579794,776.602320,57.298098,0.570674,16.500978,3.424044,18.577260,0.242840,0.558532,0.679952,59.872202,1507.425600,199.038720,1.243992,20.977120,7.878616,36.831920,0.512232,1.317168,1.219600,77.712912,1421.779800,227.070200,1.554630,19.315100,10.811745,43.812300,0.706650,1.766625,0.965755,54.859595,2420.943756,332.723104,3.033464,41.670216,24.347540,91.562716,1.117592,3.073378,1.796130,12.932136,1
FDDI0053,16.9,26.9,IGO,44.876,26.487,0.116,3.094,0.09,4.773,0.012,0.125,0.608,1.008,,35.50504,45.735,21.004,18.522,14.741,43.827,30.767,0.096,1.502,0.068,3.916,0.009,0.101,0.336,1.493,,47.76,20.75,0.136,4.12,0.091,5.47,0.012,0.134,0.84,0.594,,47.69,18.33,0.135,5.24,0.116,5.92,0.015,0.17,0.916,0.903,,40.478,31.627,0.127,3.872,0.125,4.996,0.015,0.133,0.734,0.226,,100,99.528,99.433,99.971,99.132,99.675,94,660082.8616,7799836.736,1184.043456,2004.427845,1407.128745,4.390560,68.693970,3.109980,179.098260,0.411615,4.619235,15.366960,68.282355,1003.151040,435.833000,2.856544,86.536480,1.911364,114.891880,0.252048,2.814536,17.643360,12.476376,883.314180,339.508260,2.500470,97.055280,2.148552,109.650240,0.277830,3.148740,16.966152,16.725366,596.686198,466.213607,1.872107,57.077152,1.842625,73.646036,0.221115,1.960553,10.819894,3.331466,1
FDDI0053,26.9,35.75,IF,39.816,38.731,0.066,0.459,0.131,3.449,0.011,0.123,0.023,0.904,,43.1515,59.786,20.154,9.449,10.613,38.452,41.278,0.057,0.363,0.087,3.177,0.009,0.106,0.013,1.074,,41.07,36.73,0.073,0.52,0.158,3.55,0.012,0.133,0.042,0.639,,45.77,28.19,0.084,0.64,0.227,4.14,0.012,0.151,0.034,0.713,,39.813,37.564,0.085,0.727,0.243,4.177,0.017,0.173,0.037,0.618,,100.001,99.941,100.044,100.005,99.011,100.056,88.14,660082.8636,7799837.545,1174.653224,2298.891272,2467.846508,3.407802,21.702318,5.201382,189.940122,0.538074,6.337316,0.777218,64.210164,827.724780,740.256420,1.471242,10.480080,3.184332,71.546700,0.241848,2.680482,0.846468,12.878406,432.480730,266.367310,0.793716,6.047360,2.144923,39.118860,0.113388,1.426799,0.321266,6.737137,422.535369,398.666732,0.902105,7.715651,2.578959,44.330501,0.180421,1.836049,0.392681,6.558834,1
FDDI0053,35.75,45.15,IGO,31.981,48.467,0.045,0.494,0.077,4.28,0.008,0.151,0.078,0.425,,53.70117,80.393,10.5,5.909,3.198,30.689,50.715,0.043,0.483,0.052,3.799,0.005,0.125,0.085,0.508,,32.95,46.86,0.045,0.36,0.119,5.55,0.018,0.216,0.031,0.065,,40.32,33.86,0.059,0.64,0.223,6.88,0.027,0.294,0.066,0.138,,45.874,24.226,0.067,0.93,0.311,7.418,0.026,0.33,0.08,0.068,,100,99.356,99.195,100.393,99.82,99.142,87.23,660082.8186,7799838.354,1165.564338,2467.180777,4077.130995,3.456899,38.829819,4.180436,305.413007,0.401965,10.049125,6.833405,40.839644,345.975000,492.030000,0.472500,3.780000,1.249500,58.275000,0.189000,2.268000,0.325500,0.682500,238.250880,200.078740,0.348631,3.781760,1.317707,40.653920,0.159543,1.737246,0.389994,0.815442,146.705052,77.474748,0.214266,2.974140,0.994578,23.722764,0.083148,1.055340,0.255840,0.217464,1
FDDI0053,45.15,54.95,IGO,33.034,45.898,0.047,0.183,0.172,5.643,0.008,0.168,0.014,0.142,,52.28995,80.196,13.693,3.589,2.522,31.5,48.45,0.043,0.146,0.141,5.314,0.007,0.157,0.007,0.149,,36.93,39.78,0.056,0.27,0.248,6.56,0.012,0.194,0.039,0.122,,43.25,27.99,0.073,0.42,0.387,7.82,0.018,0.247,0.031,0.09,,46.127,23.438,0.077,0.545,0.43,8.014,0.023,0.268,0.053,0.111,,100,99.455,99.381,100.089,99.017,99.008,90.82,660082.6603,7799839.158,1155.999436,2526.174000,3885.496200,3.448428,11.708616,11.307636,426.161544,0.561372,12.590772,0.561372,11.949204,505.682490,544.707540,0.766808,3.697110,3.395864,89.826080,0.164316,2.656442,0.534027,1.670546,155.224250,100.456110,0.261997,1.507380,1.388943,28.065980,0.064602,0.886483,0.111259,0.323010,116.332294,59.110636,0.194194,1.374490,1.084460,20.211308,0.058006,0.675896,0.133666,0.279942,1
FDDI0053,54.95,65,IGO,33.994,43.886,0.043,0.19,0.208,6.766,0.008,0.164,0.02,0.47,,51.45695,83.324,9.928,3.539,3.212,32.151,46.893,0.04,0.159,0.18,6.461,0.007,0.157,0.016,0.507,,39.81,34.32,0.05,0.28,0.304,7.59,0.01,0.179,0.041,0.369,,45.44,25.27,0.061,0.38,0.42,9,0.015,0.208,0.037,0.105,,51.181,15.922,0.071,0.502,0.419,9.66,0.02,0.238,0.032,0.225,,100,99.949,99.927,99.802,100.546,100.227,100,660082.4418,7799839.986,1146.111475,2678.949924,3907.312332,3.332960,13.248516,14.998320,538.356364,0.583268,13.081868,1.333184,42.245268,395.233680,340.728960,0.496400,2.779840,3.018112,75.353520,0.099280,1.777112,0.407048,3.663432,160.812160,89.430530,0.215879,1.344820,1.486380,31.851000,0.053085,0.736112,0.130943,0.371595,164.393372,51.141464,0.228052,1.612424,1.345828,31.027920,0.064240,0.764456,0.102784,0.722700,1
FDDI0053,65,75.9,IGO,41.43,32.581,0.087,0.297,0.206,7.303,0.009,0.091,0.035,0.2,,40.83659,48.241,28.189,15.177,8.395,32.187,47.339,0.06,0.224,0.13,5.779,0.007,0.079,0.038,0.269,,46.68,24.46,0.102,0.35,0.251,7.96,0.01,0.104,0.022,0.128,,53.55,12.68,0.122,0.34,0.326,9.65,0.012,0.102,0.042,0.146,,54.996,11.02,0.126,0.462,0.274,9.614,0.014,0.097,0.045,0.142,,100,99.992,99.76,100.188,100.071,100.506,95.87,660082.2657,7799840.867,1135.675093,1552.733067,2283.680699,2.894460,10.805984,6.271330,278.784739,0.337687,3.811039,1.833158,12.976829,1315.862520,689.502940,2.875278,9.866150,7.075439,224.384440,0.281890,2.931656,0.620158,3.608192,812.728350,192.444360,1.851594,5.160180,4.947702,146.458050,0.182124,1.548054,0.637434,2.215842,461.691420,92.512900,1.057770,3.878490,2.300230,80.709530,0.117530,0.814315,0.377775,1.192090,1
FDDI0053,75.9,81.55,ICM,38.599,43.414,0.042,0.271,0.084,1.373,0.013,0.002,0.039,4.303,,45.33922,100,0,0,0,38.599,43.414,0.042,0.271,0.084,1.373,0.013,0.002,0.039,4.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.021,100.021,,,,88.5,660082.1783,7799841.556,1127.429277,3859.900000,4341.400000,4.200000,27.100000,8.400000,137.300000,1.300000,0.200000,3.900000,430.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
FDDI0053,81.55,90.4,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.36,660082.125,7799842.179,1120.206326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0053,90.4,98.75,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.62,660081.9938,7799842.935,1111.640607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0053,98.75,101.5,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.55,660081.8956,7799843.455,1106.115917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FDDI0053,101.5,109.65,QT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.55,660081.8174,7799843.988,1100.692576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0053,109.65,124.35,QT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.55,660081.7263,7799845.174,1089.329716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0055,0,7.1,CEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.96,659473.07,7798649.397,1011.387509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
