furo,de,ate,cli,fegl,sigl,pgl,algl,mngl,pfgl,cagl,mggl,tigl,fogl,f3gl,outros,g1,g2,g3,g4,fe1,si1,p1,al1,mn1,pf1,ca1,mg1,ti1,fo1,f3_1,fe2,si2,p2,al2,mn2,pf2,ca2,mg2,ti2,fo2,f3_2,fe3,si3,p3,al3,mn3,pf3,ca3,mg3,ti3,fo3,f3_3,fe4,si4,p4,al4,mn4,pf4,ca4,mg4,ti4,fo4,f3_4,fgra,fqgl,fq1,fq2,fq3,fq4,rec_am,mid_x,mid_y,mid_z,afe1,asi1,ap1,aal1,amn1,apf1,aca1,amg1,ati1,afo1,afe2,asi2,ap2,aal2,amn2,apf2,aca2,amg2,ati2,afo2,afe3,asi3,ap3,aal3,amn3,apf3,aca3,amg3,ati3,afo3,afe4,asi4,ap4,aal4,amn4,apf4,aca4,amg4,ati4,afo4,ind
FDDI0167,27.8,36.75,IF,40.5,39.85,0.044,0.692,0.025,0.916,0.038,0.338,0.019,0.959,,41.99276,49.399,5.756,11.689,33.156,38.67,42.15,0.047,0.223,0.026,0.88,0.064,0.579,0.003,0.713,,44.54,32.85,0.066,0.974,0.051,1.69,0.011,0.147,0.045,0.396,,44.81,33.84,0.04,0.734,0.026,0.71,0.03,0.078,0.023,1.302,,41.005,39.756,0.037,1.327,0.018,0.908,0.008,0.103,0.036,1.302,,100,99.781,99.247,99.569,99.46,100.726,96.09,660476.9154,7798234.611,820.4613298,1910.259330,2082.167850,2.321753,11.015977,1.284374,43.471120,3.161536,28.602021,0.148197,35.221487,256.372240,189.084600,0.379896,5.606344,0.293556,9.727640,0.063316,0.846132,0.259020,2.279376,523.784090,395.555760,0.467560,8.579726,0.303914,8.299190,0.350670,0.911742,0.268847,15.219078,1359.561780,1318.149936,1.226772,43.998012,0.596808,30.105648,0.265248,3.415068,1.193616,43.169112,1
FDDI0167,36.75,46.95,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.63,660476.8574,7798236.273,811.0317955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0167,46.95,63.25,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.77,660476.7771,7798238.572,797.9830928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0168,0,1.35,CEL,52.33,17.55,0.069,0.89,0.019,5.53,0.015,0.042,0.13,0.591,,24.34465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09,,,,,100,659664.163,7798472.781,1012.577255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0168,1.35,8.3,IGO,45.387,28.033,0.061,1.024,0.052,5.14,0.018,0.041,0.052,0.372,,34.52881,30.1,22.8,20.4,26.7,47.29,25.14,0.067,0.81,0.032,5.33,0.021,0.034,0.058,0.57,,49.82,19.01,0.088,1.38,0.099,7.4,0.018,0.05,0.057,0.27,,45.58,28.23,0.054,1.07,0.053,4.76,0.017,0.053,0.041,0.29,,39.307,38.848,0.037,0.927,0.032,3.285,0.015,0.032,0.048,0.298,,100,99.362,99.135,99.442,99.497,99.447,87.77,659664.163,7798473.502,1008.490303,1423.429000,756.714000,2.016700,24.381000,0.963200,160.433000,0.632100,1.023400,1.745800,17.157000,1135.896000,433.428000,2.006400,31.464000,2.257200,168.720000,0.410400,1.140000,1.299600,6.156000,929.832000,575.892000,1.101600,21.828000,1.081200,97.104000,0.346800,1.081200,0.836400,5.916000,1049.496900,1037.241600,0.987900,24.750900,0.854400,87.709500,0.400500,0.854400,1.281600,7.956600,1
FDDI0168,8.3,17.3,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.89,659664.163,7798474.887,1000.636461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0168,17.3,23.5,IF,46.711,28.618,0.064,0.994,0.211,2.829,0.015,0.037,0.066,1.388,,33.03472,7.7,18.3,38.9,35.1,53.81,17.57,0.152,1.69,0.377,3.53,0.024,0.038,0.179,1,,56.5,12.09,0.094,1.35,0.532,4.27,0.017,0.046,0.077,0.96,,46.44,29.42,0.047,0.66,0.149,2.79,0.014,0.04,0.05,2.24,,40.351,38.771,0.048,1.026,0.075,1.968,0.013,0.029,0.053,0.751,,100,99.608,100.687,99.423,99.42,99.675,98.39,659664.163,7798476.206,993.1519218,414.337000,135.289000,1.170400,13.013000,2.902900,27.181000,0.184800,0.292600,1.378300,7.700000,1033.950000,221.247000,1.720200,24.705000,9.735600,78.141000,0.311100,0.841800,1.409100,17.568000,1806.516000,1144.438000,1.828300,25.674000,5.796100,108.531000,0.544600,1.556000,1.945000,87.136000,1416.320100,1360.862100,1.684800,36.012600,2.632500,69.076800,0.456300,1.017900,1.860300,26.360100,1
FDDI0168,23.5,30.8,IFM,45.742,30.235,0.077,0.723,0.065,3.114,0.035,0.054,0.048,4.863,,34.48673,9.9,17.5,25.2,47.4,55.79,14.63,0.107,0.42,0.04,4.41,0.016,0.076,0.049,5.83,,57.62,12.04,0.131,0.77,0.12,4.18,0.023,0.063,0.045,5.914,,50.44,24.21,0.077,0.95,0.073,2.31,0.035,0.076,0.043,6.15,,36.76,43.416,0.051,0.648,0.045,2.878,0.044,0.035,0.052,3.589,,100,99.327,99.012,99.297,99.324,99.404,95.21,659664.163,7798477.379,986.5044695,552.321000,144.837000,1.059300,4.158000,0.396000,43.659000,0.158400,0.752400,0.485100,57.717000,1008.350000,210.700000,2.292500,13.475000,2.100000,73.150000,0.402500,1.102500,0.787500,103.495000,1271.088000,610.092000,1.940400,23.940000,1.839600,58.212000,0.882000,1.915200,1.083600,154.980000,1742.424000,2057.918400,2.417400,30.715200,2.133000,136.417200,2.085600,1.659000,2.464800,170.118600,1
FDDI0168,30.8,37.35,IFM,48.41,27.118,0.034,0.643,0.052,2.451,0.018,0.041,0.033,3.858,,30.46298,7.1,12.7,21.5,58.7,53.79,19.07,0.067,0.36,0.056,3.16,0.014,0.027,0.015,3.543,,60.35,10.8,0.035,0.8,0.047,1.34,0.016,0.048,0.041,3.623,,47.7,28.18,0.03,0.89,0.047,2.11,0.031,0.04,0.008,4.067,,45.436,31.233,0.031,0.554,0.054,2.731,0.014,0.042,0.042,3.87,,100,99.232,99.381,99.065,99.132,99.286,98.47,659664.163,7798478.581,979.6846758,381.909000,135.397000,0.475700,2.556000,0.397600,22.436000,0.099400,0.191700,0.106500,25.155300,766.445000,137.160000,0.444500,10.160000,0.596900,17.018000,0.203200,0.609600,0.520700,46.012100,1025.550000,605.870000,0.645000,19.135000,1.010500,45.365000,0.666500,0.860000,0.172000,87.440500,2667.093200,1833.377100,1.819700,32.519800,3.169800,160.309700,0.821800,2.465400,2.465400,227.169000,1
FDDI0168,37.35,43.55,IGO,43.722,31.315,0.068,0.235,0.048,5.15,0.013,0.028,0.03,0.851,,37.0016,68.6,7.2,9,15.2,41.92,32.97,0.071,0.16,0.036,6.1,0.012,0.013,0.025,0.38,,55.92,15.28,0.101,0.32,0.151,3.4,0.016,0.074,0.044,2.27,,48.37,26.01,0.058,0.36,0.063,3.96,0.017,0.053,0.03,2.61,,43.324,34.581,0.047,0.461,0.046,2.396,0.015,0.058,0.043,1.263,,100,99.404,99.38,99.257,99.508,99.52,88.71,659664.163,7798479.688,973.4065264,2875.712000,2261.742000,4.870600,10.976000,2.469600,418.460000,0.823200,0.891800,1.715000,26.068000,402.624000,110.016000,0.727200,2.304000,1.087200,24.480000,0.115200,0.532800,0.316800,16.344000,435.330000,234.090000,0.522000,3.240000,0.567000,35.640000,0.153000,0.477000,0.270000,23.490000,658.524800,525.631200,0.714400,7.007200,0.699200,36.419200,0.228000,0.881600,0.653600,19.197600,1
FDDI0168,43.55,48.65,IFRGO,53.584,18.038,0.099,0.438,0.051,4.177,0.015,0.124,0.024,0.51,,23.12227,30.8,15.5,21.4,32.3,54.45,15.95,0.148,0.41,0.058,4.78,0.015,0.103,0.016,0.31,,59.52,8.47,0.146,0.49,0.104,4.72,0.016,0.151,0.037,0.39,,55.33,16.71,0.063,0.33,0.037,3.91,0.015,0.092,0.023,0.57,,48.753,25.5,0.052,0.512,0.029,3.519,0.016,0.153,0.026,0.718,,100,99.661,99.501,99.405,100.314,99.504,98.04,659664.163,7798480.669,967.8423626,1677.060000,491.260000,4.558400,12.628000,1.786400,147.224000,0.462000,3.172400,0.492800,9.548000,922.560000,131.285000,2.263000,7.595000,1.612000,73.160000,0.248000,2.340500,0.573500,6.045000,1184.062000,357.594000,1.348200,7.062000,0.791800,83.674000,0.321000,1.968800,0.492200,12.198000,1574.721900,823.650000,1.679600,16.537600,0.936700,113.663700,0.516800,4.941900,0.839800,23.191400,1
FDDI0168,48.65,54.4,IAL,42.553,28.653,0.065,5.433,0.048,4.407,0.028,0.239,0.2,1.742,,39.18373,23.2,19.4,22.7,34.7,42.5,28.06,0.081,5.77,0.035,4.27,0.036,0.244,0.238,0.99,,43.73,22.66,0.087,7.24,0.094,5.72,0.013,0.364,0.267,0.75,,46.53,23.51,0.063,4.25,0.072,4.88,0.05,0.176,0.186,2.46,,39.328,35.766,0.045,4.971,0.016,3.454,0.016,0.208,0.147,2.329,,100,99.817,99.501,99.022,99.539,100.653,98.26,659664.163,7798481.611,962.4997805,986.000000,650.992000,1.879200,133.864000,0.812000,99.064000,0.835200,5.660800,5.521600,22.968000,848.362000,439.604000,1.687800,140.456000,1.823600,110.968000,0.252200,7.061600,5.179800,14.550000,1056.231000,533.677000,1.430100,96.475000,1.634400,110.776000,1.135000,3.995200,4.222200,55.842000,1364.681600,1241.080200,1.561500,172.493700,0.555200,119.853800,0.555200,7.217600,5.100900,80.816300,1
FDDI0168,54.4,59.95,IF,44.49,31.6,0.057,0.619,0.042,3.206,0.056,0.127,0.041,1.578,,35.84505,53.5,10.4,14.4,21.7,43.12,33.19,0.07,0.64,0.041,3.46,0.08,0.111,0.049,1.1,,53.17,18.8,0.053,0.71,0.103,3.24,0.019,0.212,0.027,1.54,,53.81,18.82,0.038,0.51,0.036,3.21,0.05,0.088,0.038,2.17,,37.522,42.296,0.038,0.596,0.017,2.56,0.017,0.152,0.029,2.381,,100,99.264,99.27,99.108,99.54,99.14,100,659664.163,7798482.592,956.9356167,2306.920000,1775.665000,3.745000,34.240000,2.193500,185.110000,4.280000,5.938500,2.621500,58.850000,552.968000,195.520000,0.551200,7.384000,1.071200,33.696000,0.197600,2.204800,0.280800,16.016000,774.864000,271.008000,0.547200,7.344000,0.518400,46.224000,0.720000,1.267200,0.547200,31.248000,814.227400,917.823200,0.824600,12.933200,0.368900,55.552000,0.368900,3.298400,0.629300,51.667700,1
FDDI0168,59.95,63.25,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.48,659664.163,7798483.361,952.5778424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0168,63.25,69.1,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.58,659664.163,7798484.155,948.0723469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0169,0,2.25,CEL,46.92,25.85,0.081,0.98,0.046,5.14,0.02,0.042,0.1,0.529,,32.38925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,,,,,97.78,659669.1864,7798265.789,1016.092091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0169,2.25,13.1,IGO,47.275,24.186,0.119,2.212,0.296,4.755,0.029,0.1,0.05,0.776,,32.06627,24.5,18.9,19.8,36.8,50.05,21.89,0.102,0.82,0.541,4.59,0.022,0.114,0.041,1.31,,53.31,14.05,0.166,2.22,0.458,5.5,0.033,0.088,0.036,0.29,,48.5,22.84,0.129,1.84,0.216,4.51,0.035,0.088,0.055,0.98,,41.668,31.645,0.101,3.335,0.093,4.613,0.028,0.104,0.06,0.56,,100,99.489,99.82,99.084,99.174,99.646,74.65,659669.2063,7798266.927,1009.641601,1226.225000,536.305000,2.499000,20.090000,13.254500,112.455000,0.539000,2.793000,1.004500,32.095000,1007.559000,265.545000,3.137400,41.958000,8.656200,103.950000,0.623700,1.663200,0.680400,5.481000,960.300000,452.232000,2.554200,36.432000,4.276800,89.298000,0.693000,1.742400,1.089000,19.404000,1533.382400,1164.536000,3.716800,122.728000,3.422400,169.758400,1.030400,3.827200,2.208000,20.608000,1
FDDI0169,13.1,21.8,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.46,659669.2359,7798268.624,1000.015105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0169,21.8,29.75,IC,39.9,39.274,0.042,0.314,0.031,2.387,0.014,0.295,0.024,0.941,,42.45254,84.2,4.4,3.9,7.5,40.23,38.81,0.044,0.31,0.03,2.36,0.014,0.278,0.025,0.98,,45.04,31.46,0.041,0.49,0.04,2.78,0.016,0.324,0.009,0.78,,35.85,45.65,0.028,0.27,0.04,1.78,0.014,0.282,0.015,0.6,,35.28,45.754,0.026,0.278,0.027,2.776,0.013,0.482,0.021,0.768,,100,99.384,99.344,99.531,99.315,99.773,94.34,659669.2611,7798270.069,991.8165802,3387.366000,3267.802000,3.704800,26.102000,2.526000,198.712000,1.178800,23.407600,2.105000,82.516000,198.176000,138.424000,0.180400,2.156000,0.176000,12.232000,0.070400,1.425600,0.039600,3.432000,139.815000,178.035000,0.109200,1.053000,0.156000,6.942000,0.054600,1.099800,0.058500,2.340000,264.600000,343.155000,0.195000,2.085000,0.202500,20.820000,0.097500,3.615000,0.157500,5.760000,1
FDDI0169,29.75,37.1,IF,38.384,40.911,0.049,0.381,0.057,3.048,0.016,0.086,0.02,2.441,,44.66313,58.6,9.2,14,18.2,39.23,39.2,0.046,0.25,0.065,3.45,0.013,0.082,0.011,2.33,,45.37,31.19,0.07,0.67,0.077,3.04,0.023,0.114,0.034,3.18,,42.64,35.37,0.053,0.49,0.051,2.77,0.018,0.094,0.027,3.63,,28.853,55.596,0.045,0.574,0.026,1.972,0.02,0.078,0.038,1.509,,100,99.254,99.023,99.842,99.515,99.497,85.71,659669.2843,7798271.397,984.2828009,2298.878000,2297.120000,2.695600,14.650000,3.809000,202.170000,0.761800,4.805200,0.644600,136.538000,417.404000,286.948000,0.644000,6.164000,0.708400,27.968000,0.211600,1.048800,0.312800,29.256000,596.960000,495.180000,0.742000,6.860000,0.714000,38.780000,0.252000,1.316000,0.378000,50.820000,525.124600,1011.847200,0.819000,10.446800,0.473200,35.890400,0.364000,1.419600,0.691600,27.463800,1
FDDI0169,37.1,42.95,IAL,33.159,44.171,0.086,3.075,0.104,3.749,0.021,0.215,0.48,1.657,,52.07018,59.5,11.4,8.9,20.2,36.92,39.16,0.069,2.5,0.126,3.9,0.016,0.198,0.374,1.41,,31.67,39.43,0.183,7.78,0.102,5.23,0.032,0.313,1.345,1.83,,42.18,30.74,0.112,3.65,0.096,3.82,0.021,0.25,0.513,4.24,,18.948,67.523,0.072,1.862,0.045,2.436,0.03,0.196,0.287,1.148,,100,99.267,99.096,99.756,99.207,99.519,100,659669.3043,7798272.543,977.7830697,2196.740000,2330.020000,4.105500,148.750000,7.497000,232.050000,0.952000,11.781000,22.253000,83.895000,361.038000,449.502000,2.086200,88.692000,1.162800,59.622000,0.364800,3.568200,15.333000,20.862000,375.402000,273.586000,0.996800,32.485000,0.854400,33.998000,0.186900,2.225000,4.565700,37.736000,382.749600,1363.964600,1.454400,37.612400,0.909000,49.207200,0.606000,3.959200,5.797400,23.189600,1
FDDI0169,42.95,47,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,659669.3193,7798273.403,972.9082713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0169,47,50.3,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.97,659669.3304,7798274.041,969.2891028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0171,0,2.25,CG,61.01,6.23,0.128,0.86,0.044,5.44,0.006,0.016,0.341,0.35,,13.25476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.43,,,,,100,659269.883,7799459.722,1148.007091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FDDI0171,2.25,9.2,HGO,61.865,4.675,0.111,0.838,0.041,6.093,0.008,0.04,0.245,0.763,,12.21715,34.2,41.2,21.3,3.3,63.43,3.75,0.107,0.66,0.027,4.92,0.009,0.034,0.242,0.78,,61.42,4.32,0.12,0.96,0.049,6.98,0.007,0.036,0.249,0.66,,60.59,6.24,0.103,0.88,0.046,6.3,0.009,0.054,0.255,0.95,,59.435,8.586,0.089,0.891,0.054,5.825,0.011,0.061,0.166,0.674,,100,100.57,100.494,100.629,100.553,100.715,90.65,659269.883,7799460.521,1143.476976,2169.306000,128.250000,3.659400,22.572000,0.923400,168.264000,0.307800,1.162800,8.276400,26.676000,2530.504000,177.984000,4.944000,39.552000,2.018800,287.576000,0.288400,1.483200,10.258800,27.192000,1290.567000,132.912000,2.193900,18.744000,0.979800,134.190000,0.191700,1.150200,5.431500,20.235000,196.135500,28.333800,0.293700,2.940300,0.178200,19.222500,0.036300,0.201300,0.547800,2.224200,1
FDDI0171,9.2,16,HGO,60.652,7.403,0.097,0.695,0.182,5.297,0.009,0.082,0.029,1.383,,14.02105,15.9,36.3,36.6,11.2,61.67,4.78,0.108,0.89,0.129,6.04,0.008,0.07,0.035,1.15,,61.36,5.68,0.106,0.76,0.173,5.89,0.009,0.091,0.032,1.28,,60.03,9.25,0.089,0.59,0.221,4.73,0.009,0.082,0.025,1.57,,58.948,10.675,0.08,0.553,0.159,4.17,0.007,0.068,0.025,1.44,,100,100.533,100.279,100.512,100.825,100.003,87.5,659269.883,7799461.715,1136.706422,980.553000,76.002000,1.717200,14.151000,2.051100,96.036000,0.127200,1.113000,0.556500,18.285000,2227.368000,206.184000,3.847800,27.588000,6.279900,213.807000,0.326700,3.303300,1.161600,46.464000,2197.098000,338.550000,3.257400,21.594000,8.088600,173.118000,0.329400,3.001200,0.915000,57.462000,660.217600,119.560000,0.896000,6.193600,1.780800,46.704000,0.078400,0.761600,0.280000,16.128000,1
FDDI0171,16,22.5,IFRGO,59.511,8.041,0.106,0.591,0.622,5.51,0.008,0.045,0.028,0.73,,15.43606,16.8,26.2,34.1,22.9,61.45,5.06,0.13,0.54,0.169,6.49,0.006,0.04,0.024,0.22,,59.13,6.97,0.136,0.67,0.845,6.74,0.01,0.054,0.032,0.27,,59.22,8.79,0.091,0.61,0.921,4.94,0.008,0.043,0.029,1.59,,58.957,10.339,0.077,0.508,0.255,4.235,0.005,0.039,0.025,0.349,,100,100.27,100.507,100.387,100.308,99.909,92.31,659269.883,7799462.87,1130.157451,1032.360000,85.008000,2.184000,9.072000,2.839200,109.032000,0.100800,0.672000,0.403200,3.696000,1549.206000,182.614000,3.563200,17.554000,22.139000,176.588000,0.262000,1.414800,0.838400,7.074000,2019.402000,299.739000,3.103100,20.801000,31.406100,168.454000,0.272800,1.466300,0.988900,54.219000,1350.115300,236.763100,1.763300,11.633200,5.839500,96.981500,0.114500,0.893100,0.572500,7.992100,1
FDDI0171,22.5,30.9,IFRGO,54.369,15.524,0.096,0.712,0.202,5.612,0.008,0.044,0.043,0.509,,22.47796,31.6,26.2,20.1,22.1,58.57,8.88,0.123,0.89,0.127,6.78,0.012,0.043,0.052,0.22,,51.72,18.22,0.11,0.65,0.298,6.14,0.007,0.055,0.037,0.27,,52.15,19.08,0.079,0.65,0.267,5.08,0.007,0.04,0.043,1.59,,53.519,18.594,0.057,0.586,0.137,3.801,0.006,0.035,0.035,0.223,,100,100.098,100.816,99.66,99.808,99.857,88.69,659269.883,7799464.163,1122.820633,1850.812000,280.608000,3.886800,28.124000,4.013200,214.248000,0.379200,1.358800,1.643200,6.952000,1355.064000,477.364000,2.882000,17.030000,7.807600,160.868000,0.183400,1.441000,0.969400,7.074000,1048.215000,383.508000,1.587900,13.065000,5.366700,102.108000,0.140700,0.804000,0.864300,31.959000,1182.769900,410.927400,1.259700,12.950600,3.027700,84.002100,0.132600,0.773500,0.773500,4.928300,1
FDDI0171,30.9,37.2,IFRGO,55.481,12.933,0.09,1.572,0.174,5.947,0.004,0.036,0.058,0.158,,21.02754,20.9,34.5,18.7,25.9,57.11,9.66,0.108,1.75,0.055,6.39,0.003,0.036,0.072,0.14,,55.27,11.81,0.111,1.78,0.236,7.45,0.005,0.042,0.061,0.1,,54.41,15.43,0.072,1.39,0.283,4.56,0.004,0.031,0.044,0.13,,55.222,15.268,0.061,1.283,0.108,4.59,0.002,0.031,0.052,0.271,,100,100.284,99.864,100.715,99.765,100.424,96.83,659269.883,7799465.44,1115.582296,1193.599000,201.894000,2.257200,36.575000,1.149500,133.551000,0.062700,0.752400,1.504800,2.926000,1906.815000,407.445000,3.829500,61.410000,8.142000,257.025000,0.172500,1.449000,2.104500,3.450000,1017.467000,288.541000,1.346400,25.993000,5.292100,85.272000,0.074800,0.579700,0.822800,2.431000,1430.249800,395.441200,1.579900,33.229700,2.797200,118.881000,0.051800,0.802900,1.346800,7.018900,1
FDDI0171,37.2,43.25,IFR,52.643,20.247,0.042,0.464,0.24,3.412,0.007,0.031,0.023,0.409,,24.65458,15.3,22.1,39.6,23,58.89,8.81,0.074,0.54,0.258,5.35,0.014,0.048,0.025,0.3,,55.28,14.68,0.064,0.59,0.425,5.02,0.009,0.048,0.025,0.73,,51.13,23.21,0.03,0.43,0.229,2.64,0.005,0.025,0.025,0.42,,48.557,28.105,0.02,0.351,0.069,1.907,0.003,0.015,0.018,0.155,,100,99.808,99.451,100.02,99.753,99.938,91.74,659269.883,7799466.512,1109.501108,901.017000,134.793000,1.132200,8.262000,3.947400,81.855000,0.214200,0.734400,0.382500,4.590000,1221.688000,324.428000,1.414400,13.039000,9.392500,110.942000,0.198900,1.060800,0.552500,16.133000,2024.748000,919.116000,1.188000,17.028000,9.068400,104.544000,0.198000,0.990000,0.990000,16.632000,1116.811000,646.415000,0.460000,8.073000,1.587000,43.861000,0.069000,0.345000,0.414000,3.565000,1
FDDI0171,43.25,48.7,IFR,55.108,16.859,0.046,0.871,0.049,3.108,0.006,0.035,0.028,0.479,,21.08878,13.3,25,39.9,21.8,57.78,10.76,0.09,1.01,0.056,5.17,0.007,0.04,0.034,0.41,,58.04,12.11,0.064,0.81,0.058,4.03,0.007,0.045,0.029,0.68,,55.11,17.68,0.033,0.82,0.052,2.49,0.006,0.028,0.026,0.54,,50.11,24.524,0.022,0.95,0.029,1.922,0.004,0.032,0.025,0.178,,100,99.809,99.862,100.157,99.923,99.168,91.74,659269.883,7799467.51,1103.838464,768.474000,143.108000,1.197000,13.433000,0.744800,68.761000,0.093100,0.532000,0.452200,5.453000,1451.000000,302.750000,1.600000,20.250000,1.450000,100.750000,0.175000,1.125000,0.725000,17.000000,2198.889000,705.432000,1.316700,32.718000,2.074800,99.351000,0.239400,1.117200,1.037400,21.546000,1092.398000,534.623200,0.479600,20.710000,0.632200,41.899600,0.087200,0.697600,0.545000,3.880400,1
FDDI0171,48.7,54.3,IGO,51.113,20.414,0.076,1.285,0.03,4.53,0.011,0.051,0.103,0.174,,26.61484,21.5,29.8,32.1,16.6,51.58,15.92,0.112,2.21,0.022,7.04,0.021,0.046,0.206,0.33,,51.17,19.67,0.09,1.29,0.029,5.22,0.01,0.058,0.096,0.12,,50.62,22.89,0.058,0.9,0.036,3.27,0.006,0.055,0.049,0.15,,51.361,22.785,0.041,0.82,0.032,2.478,0.007,0.035,0.084,0.114,,100,99.664,99.435,99.732,99.704,99.762,68.75,659269.883,7799468.47,1098.397401,1108.970000,342.280000,2.408000,47.515000,0.473000,151.360000,0.451500,0.989000,4.429000,7.095000,1524.866000,586.166000,2.682000,38.442000,0.864200,155.556000,0.298000,1.728400,2.860800,3.576000,1624.902000,734.769000,1.861800,28.890000,1.155600,104.967000,0.192600,1.765500,1.572900,4.815000,852.592600,378.231000,0.680600,13.612000,0.531200,41.134800,0.116200,0.581000,1.394400,1.892400,1
FDDI0171,54.3,82.65,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.19,659269.883,7799471.418,1081.680289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0172,0,4.35,CG,56.713,3.141,0.128,6.245,0.063,7.844,0.008,0.066,0.791,0.112,,18.4864,80.3,12.3,4.7,2.7,57.11,2.95,0.127,6.06,0.064,7.61,0.006,0.065,0.764,0.11,,56.32,3.57,0.138,6.77,0.055,7.92,0.01,0.06,0.825,0.11,,53.03,5.19,0.13,7.07,0.064,10.13,0.018,0.09,1.008,0.15,,53.097,3.288,0.122,7.901,0.071,10.47,0.029,0.094,1.067,0.125,,100,99.539,99.467,100.051,99.687,99.12,93.1,659260.976,7798470.4,1137.464043,4585.933000,236.885000,10.198100,486.618000,5.139200,611.083000,0.481800,5.219500,61.349200,8.833000,692.736000,43.911000,1.697400,83.271000,0.676500,97.416000,0.123000,0.738000,10.147500,1.353000,249.241000,24.393000,0.611000,33.229000,0.300800,47.611000,0.084600,0.423000,4.737600,0.705000,143.361900,8.877600,0.329400,21.332700,0.191700,28.269000,0.078300,0.253800,2.880900,0.337500,1
FDDI0172,4.35,13.15,HGO,63.195,2.31,0.065,2.306,0.021,4.698,0.007,0.026,0.074,0.422,,9.60261,24.4,22.6,23.3,29.7,61.2,1.91,0.075,4.03,0.029,6.31,0.007,0.021,0.093,0.37,,62.17,2.27,0.083,2.83,0.019,5.53,0.006,0.03,0.073,0.4,,64.44,2.28,0.06,1.26,0.015,4.12,0.007,0.021,0.055,0.61,,64.638,2.692,0.047,1.313,0.02,3.193,0.008,0.032,0.072,0.335,,100,99.899,100.037,99.794,99.962,99.816,87.5,659260.976,7798471.541,1130.988932,1493.280000,46.604000,1.830000,98.332000,0.707600,153.964000,0.170800,0.512400,2.269200,9.028000,1405.042000,51.302000,1.875800,63.958000,0.429400,124.978000,0.135600,0.678000,1.649800,9.040000,1501.452000,53.124000,1.398000,29.358000,0.349500,95.996000,0.163100,0.489300,1.281500,14.213000,1919.748600,79.952400,1.395900,38.996100,0.594000,94.832100,0.237600,0.950400,2.138400,9.949500,1
FDDI0172,13.15,22.95,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.67,659260.976,7798473.156,1121.83022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
